Year	ID	Region	Subfunction	Total
2012	12	Midwest	General administration	17616123.00
2012	2	Midwest	Basic assistance	15268422.00
2012	23	Midwest	Scientific development	1165515.00
2012	3	Midwest	Basic education	15004089.43
2012	9	Midwest	Elementary school	2311855.17
2012	20	Midwest	Professionalizing education	8640750.00
2012	6	Midwest	College education	16712642.21
2012	15	Midwest	Human resource development	26089.34
2012	11	Midwest	Funds transfer for basic education	2385923.94
