Year	ID	Region	Subfunction	Total
2012	14	Southeast	Hospital and outpatient care	227800.00
2012	23	Southeast	Scientific development	30422176.16
2012	3	Southeast	Basic education	19037843.40
2012	20	Southeast	Professionalizing education	872741.99
2012	6	Southeast	College education	580935179.88
2012	15	Southeast	Human resource development	1402321.46
2012	11	Southeast	Funds transfer for basic education	582174.46
